id,Name,Description,Building type,Property type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue
6591719,The Red Bungalow of Deerfield,"Spacious 1BR, Adorable Clean Quiet",Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Free parking', 'Smart locks for self check-in']",6611285,Wilson,not confirmed,Experienced,0.0,Poncey-Highland in  Georgia,Kolkata,9092,usd,Holiday Season,No,2016-03-26,2017-03-26,0.12,85.67,not confirmed,998,0.0,Moderate,19.89,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'OJ']",410,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,9.0,7,No smoking,23.567,17.009999999999998,54.470099999999995
3546168,The Johnston’s Brownstone Inn,Large Furnished Room Near B'way,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Pool', 'LED TV']",1249923,Hill,not confirmed,Inexperienced,0.0,Roma Sur in MexicoCity,MexicoCity,8634,usd,Non Holiday Season,Yes,2022-04-03,2023-04-03,0.13,77.25,not confirmed,618,0.0,Flexible,48.37,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'OJ']",487,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.23,6," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",22.725,11.712600000000002,77.40010000000001
9018510,Charming Retreat on the Eastside,Authentic New York City Living,Entire house,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Pool', 'Iron and iron board']",5043852,Camilla,confirmed,Moderately Experienced,0.15,Oak Lawn in  Texas,Arkansas,5210,usd,Holiday Season,No,2008-03-28,2009-03-28,0.12,79.92,confirmed,676,0.45,Strict,13.75,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Milk']",491,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.74,10,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,34.980000000000004,23.598,90.7096
4861399,The Iconic Allen Street Clubhouse,Private E. Village Townhouse Stay,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Pool', 'LED TV']",5337407,Nikita,not confirmed,Moderately Experienced,0.0,Meireles in Brazil,Brazil,9630,usd,Holiday Season,No,2011-12-16,2012-12-16,0.12,71.83,not confirmed,54,0.0,Strict,56.83,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'OJ']",430,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.17,3,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.183,2.5677,76.5526
9004193,The Glen,Sunny Room in New Condo,Apartment,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Pool', 'Washer and Dryer']",2197856,Daniel,confirmed,Moderately Experienced,0.16,Capucins in France,France,1063,usd,Non Holiday Season,Yes,2011-09-09,2012-09-09,0.12,71.68,not confirmed,288,0.0,Flexible,39.82,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",24,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.77,5,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",33.6368,2.3895000000000004,59.359899999999996
7792128,The Oasis,Sweet Historic Greenpoint Duplex,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Air conditioning', 'Pool']",4913717,Suzanne,not confirmed,Experienced,0.0,The Bukit Peninsula in  Indonesia,Delhi,8712,usd,Holiday Season,Yes,2018-05-07,2019-05-07,0.14,72.71,not confirmed,924,0.0,Strict,33.07,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Milk']",166,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.44,6, I have a cute and quiet mixed chihuahua.,22.271,3.9528000000000003,54.204100000000004
8617729,Palm Springs Bungalow Hideaway,Columbus Circle Luxury Bldg - Private Room&Bath,Shared room,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Smart locks for self check-in', 'Free parking']",4577137,Albert,confirmed,Moderately Experienced,0.16,Richmond in Melbourne,Melbourne,1941,usd,Holiday Season,Yes,2022-05-30,2023-05-30,0.13,72.4,confirmed,341,0.33,Moderate,52.21,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'OJ']",236,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.79,9,No smoking,33.824,4.3497,97.6237
6344534,The Bungalow at 7th Avenue,2 Bedroom Gem - Prime LES Location,Apartment,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Smart locks for self check-in', 'Coffee machine']",2434448,Kevin,confirmed,Experienced,0.15,Capucins in France,France,6840,usd,Non Holiday Season,Yes,2012-07-19,2013-07-19,0.13,82.19,confirmed,655,0.3,Strict,25.31,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Bread and Jam']",10,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.81,2,Clean up and treat the home the way you'd like your home to be treated,35.5475,4.2174000000000005,71.6501
9480026,The Magenta,1 Bedroom Pre War apt,Entire house,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Washer and Dryer', 'Free parking']",2738834,Stephanie,not confirmed,Experienced,0.0,Meireles in Brazil,Brazil,8778,usd,Holiday Season,No,2018-02-18,2019-02-18,0.15,86.99,confirmed,259,0.61,Flexible,26.74,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Muffins']",29,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.86,5,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,23.698999999999998,6.561,103.97459999999998
7038963,Junoon In The Hills,CreaTive Live-In Artspace/Birdsnest,Private room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Smart locks for self check-in', 'Iron and iron board']",1791862,Kevin,confirmed,Experienced,0.13,Meireles in Brazil,Brazil,7289,usd,Non Holiday Season,No,2018-02-23,2019-02-23,0.14,75.15,confirmed,320,0.54,Flexible,50.75,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Juices']",110,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.46,5,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,32.2845,10.071000000000002,118.6565
1687778,Hawthorne Crown Jewel,ALL ABOUT A VERY COMFORTABLE ROOM..,Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Heaters', 'Coffee machine']",9935611,Jay,confirmed,Moderately Experienced,0.11,Capucins in France,France,7530,usd,Non Holiday Season,Yes,2008-01-13,2009-01-13,0.14,89.09,not confirmed,935,0.0,Strict,32.83,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Yogurt']",379,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.73,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,33.7089,1.8684,52.3711
6094360,The Chalet,Cozy and Quiet,Shared room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Washer and Dryer', 'Iron and iron board']",1148233,Anna,confirmed,Moderately Experienced,0.16,Poncey-Highland in  Georgia,Alaska,2775,usd,Non Holiday Season,No,2021-11-19,2022-11-19,0.15,81.74,not confirmed,960,0.0,Moderate,47.72,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Milk']",378,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.88,9,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",36.2524,21.578400000000002,86.7506
3740342,Redstone Villa,"17 Flr. Manhattan Views, Nr. Subway",Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Coffee machine', 'Free parking']",7006147,Jenna,not confirmed,Experienced,0.0,Triana in Spain,Spain,9330,usd,Holiday Season,Yes,2017-09-10,2018-09-10,0.1,79.4,confirmed,653,0.36,Flexible,26.99,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Bread and Jam']",467,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.59,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.94,4.6386,77.5946
6224767,East Shore Hideaway,Williamsburg bedroom by Bedford Ave,Private room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Pool', 'Smart locks for self check-in']",8723829,Victoria,confirmed,Moderately Experienced,0.14,Triana in Spain,Spain,8856,usd,Holiday Season,Yes,2022-06-25,2023-06-25,0.15,73.18,confirmed,657,0.6,Flexible,53.21,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Yogurt']",483,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.2,7,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",32.5632,15.497999999999998,129.8114
1267930,Miami Getaway,Condo Apartment with laundry in unit,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'LED TV', 'Heaters']",1321703,Pirin,not confirmed,Experienced,0.0,Poncey-Highland in  Georgia,Gujarat,8056,usd,Non Holiday Season,Yes,2009-04-08,2010-04-08,0.1,64.26,confirmed,688,0.65,Strict,57.25,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Eggs']",361,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.18,4, I have a cute and quiet mixed chihuahua.,21.426000000000002,1.2744,117.2212
1607488,Quinta Da Santana,Apt with EmpireState view-Subway around the corner,Apartment,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'LED TV', 'Iron and iron board']",2391362,Kevin,confirmed,Moderately Experienced,0.13,District VII in  Hungary,Brisbane,4908,usd,Holiday Season,No,2011-01-18,2012-01-18,0.11,85.39,not confirmed,117,0.0,Flexible,48.14,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'OJ']",358,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.41,6,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",34.6397,15.244200000000001,80.94590000000001
3719122,The Coral Reef Estate,Beautiful Brownstone,Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Air conditioning', 'Free parking']",6674218,Nikita,not confirmed,Experienced,0.0,Hammerbrook in Germany,Germany,8402,usd,Non Holiday Season,No,2008-02-20,2009-02-20,0.12,81.32,not confirmed,584,0.0,Moderate,11.76,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Muffins']",113,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.82,7,No smoking,23.131999999999998,12.8898,42.0894
3298109,,Beautiful Sunny Park Slope Brooklyn,Private room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Pool', 'Air conditioning']",9819067,Aiden & Cassy,not confirmed,Inexperienced,0.0,The Bukit Peninsula in  Indonesia,Bangalore,9545,usd,Non Holiday Season,No,2008-09-17,2009-09-17,0.14,76.76,confirmed,532,0.53,Moderate,15.81,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Muffins']",245,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.88,9, I have a cute and quiet mixed chihuahua.,22.676000000000002,21.578400000000002,95.37400000000001
3755763,The Perfect Retreat,Queens Artist' Corner,Entire house,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Air conditioning', 'Smart locks for self check-in']",3704097,Marcus,confirmed,Experienced,0.15,Constitución in Argentina,Argentina,8152,usd,Holiday Season,Yes,2020-04-06,2021-04-06,0.13,67.05,not confirmed,962,0.0,Strict,45.7,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Muffins']",104,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.81,6,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,31.7625,7.792199999999999,70.5037
8520863,The Secret Westside Lounge,"Spacious 1BR, Adorable Clean Quiet",Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Washer and Dryer', 'Smart locks for self check-in']",7964384,Alex,confirmed,Moderately Experienced,0.15,The Bukit Peninsula in  Indonesia,Perth,1813,usd,Holiday Season,No,2012-02-06,2013-02-06,0.12,80.06,confirmed,58,0.6,Moderate,34.41,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Muffins']",489,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.55,8, I have a cute and quiet mixed chihuahua.,35.015,5.507999999999999,105.3558
1788243,The Little James st. Manor,Beautiful Queens Brownstone! - 5BR,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Pool', 'Smart locks for self check-in']",2024191,Sam,confirmed,Experienced,0.12,The Bukit Peninsula in  Indonesia,Bangalore,8424,usd,Holiday Season,No,2011-11-27,2012-11-27,0.1,80.5,confirmed,230,0.72,Strict,45.25,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'OJ']",293,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.91,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,32.71,9.6228,130.2478
1204211,The Glen,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,Private room,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Coffee machine', 'Smart locks for self check-in']",1420398,Marc,confirmed,Experienced,0.15,Capucins in France,France,1410,usd,Holiday Season,Yes,2014-08-21,2015-08-21,0.15,76.98,not confirmed,687,0.0,Strict,12.92,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Bread and Jam']",439,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.17,1, I have a cute and quiet mixed chihuahua.,34.245000000000005,1.9359,32.165299999999995
1402631,Palm Springs Bungalow Hideaway,Manhattan Luxury 1-BDRM w/ Terrace,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Pool', 'Iron and iron board']",3579133,Laetitia,confirmed,Moderately Experienced,0.12,District VII in  Hungary,Norway,9172,usd,Non Holiday Season,No,2021-05-08,2022-05-08,0.13,70.61,confirmed,457,0.4,Strict,14.68,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Yogurt']",268,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.6,5,No smoking,30.5342,11.609999999999998,71.6523
2743319,The Coral Reef Estate,Prince single room,Private room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Pool', 'Smart locks for self check-in']",4668156,Wilson,not confirmed,Experienced,0.0,Capucins in France,France,9078,usd,Non Holiday Season,Yes,2014-10-14,2015-10-14,0.12,87.8,confirmed,91,0.78,Moderate,25.76,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'OJ']",36,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.32,2,Clean up and treat the home the way you'd like your home to be treated,23.78,0.7128000000000001,112.5908
7619074,The Little Peaceful Retreat,The Brownstone-Luxury 1 Bd Apt/NYC,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'LED TV', 'Pool']",6093496,Goenuel,not confirmed,Inexperienced,0.0,Constitución in Argentina,Argentina,3149,usd,Non Holiday Season,No,2016-04-18,2017-04-18,0.12,72.1,confirmed,197,0.41,Moderate,12.63,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'OJ']",56,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.95,7,No smoking,22.21,5.5755,64.9295
2569490,The Perfect Retreat,Sweet Historic Greenpoint Duplex,Entire house,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Coffee machine', 'LED TV']",4404451,Serge,not confirmed,Inexperienced,0.0,Meireles in Brazil,Brazil,7216,usd,Holiday Season,No,2010-08-30,2011-08-30,0.11,87.24,confirmed,79,0.43,Moderate,53.2,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Milk']",325,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.87,4,Clean up and treat the home the way you'd like your home to be treated,23.724,9.5796,117.91
4412869,Woodyvyu Stok House,⚡Quiet Gem w/roof deck on NY's,Shared room,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Pool', 'LED TV']",3361972,Shu,not confirmed,Moderately Experienced,0.0,Hammerbrook in Germany,Germany,4395,usd,Holiday Season,No,2020-05-20,2021-05-20,0.1,82.27,confirmed,435,0.39,Flexible,21.15,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'OJ']",401,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.28,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,23.227,7.862400000000001,78.5658
8405844,Romantic AC Studio,Prince single room,Apartment,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Heaters', 'Smart locks for self check-in']",4508317,David,confirmed,Inexperienced,0.12,Oak Lawn in  Texas,Melbourne,8042,usd,Non Holiday Season,Yes,2016-03-14,2017-03-14,0.12,84.04,confirmed,400,0.71,Flexible,55.35,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Yogurt']",370,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.22,7," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",33.4888,15.535800000000002,148.0754
3050351,Baker Avenue Bungalow,Family & Friends in New York City,Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Smart locks for self check-in', 'Washer and Dryer']",3670681,Alex,confirmed,Experienced,0.16,Richmond in Melbourne,Melbourne,3762,usd,Holiday Season,Yes,2014-03-04,2015-03-04,0.14,86.46,not confirmed,388,0.0,Moderate,41.19,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Eggs']",204,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.18,8,Clean up and treat the home the way you'd like your home to be treated,37.4796,19.8288,78.6126
5677283,West Shore Country Hale,Cozy and Quiet,Private room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Heaters', 'LED TV']",1200469,Dany,not confirmed,Experienced,0.0,District VII in  Hungary,Arkansas,9500,usd,Holiday Season,No,2008-12-28,2009-12-28,0.13,76.63,not confirmed,170,0.0,Strict,42.07,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Muffins']",424,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,9.1,4,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.663,9.828,69.1969
3916907,Junoon In The Hills,Entire Apt: Spacious Studio/Loft by central park,Entire house,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Coffee machine', 'Air conditioning']",5891353,Fedrick,not confirmed,Moderately Experienced,0.0,Oak Lawn in  Texas,Michigan,1306,usd,Holiday Season,Yes,2010-08-28,2011-08-28,0.15,85.94,not confirmed,692,0.0,Strict,27.22,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Juices']",34,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.33,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.594,2.2491000000000003,47.04729999999999
3657080,Silverlake Hills Hidden Gem,Fabulous Room in East Willamsburg!,Apartment,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Iron and iron board', 'Smart locks for self check-in']",9133616,Harris,not confirmed,Inexperienced,0.0,District VII in  Hungary,Arkansas,4567,usd,Non Holiday Season,Yes,2019-04-18,2020-04-18,0.12,70.44,not confirmed,477,0.0,Moderate,12.36,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'OJ']",356,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.52,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",22.044,2.4408,31.913999999999998
8303799,The Iconic Allen Street Clubhouse,Sunny 3BR Apt Ideal for Family,Shared room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Smart locks for self check-in', 'Iron and iron board']",5770505,Sara,confirmed,Experienced,0.15,Meireles in Brazil,Brazil,9022,usd,Holiday Season,No,2009-10-16,2010-10-16,0.13,77.63,not confirmed,421,0.0,Flexible,28.84,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Bread and Jam']",288,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.95,6,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,34.4075,6.399,52.5679
4098662,The Inn at Shorewood Township,Spacious & Comfy BK Brownstone,Shared room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Free parking', 'Washer and Dryer']",4793911,Crystal,not confirmed,Experienced,0.0,The Bukit Peninsula in  Indonesia,Florida,4587,usd,Non Holiday Season,No,2010-09-18,2011-09-18,0.11,68.45,not confirmed,104,0.0,Flexible,13.67,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Muffins']",317,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.31,10,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",21.845,25.137,55.8605
6845803,West Shore Country Hale,Spacious Stunning Harlem Townhouse,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Washer and Dryer', 'Pool']",5045593,Jenna,not confirmed,Moderately Experienced,0.0,Constitución in Argentina,Argentina,5097,usd,Non Holiday Season,Yes,2021-04-03,2022-04-03,0.13,76.51,not confirmed,458,0.0,Flexible,13.76,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Milk']",324,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.38,3,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.651,2.7378,33.793099999999995
7421565,The Coral Reef Estate,Monthly Apartment Rental,Shared room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Free parking', 'LED TV']",7718645,Bruce,confirmed,Moderately Experienced,0.15,Poncey-Highland in  Georgia,Goa,4510,usd,Non Holiday Season,No,2013-06-30,2014-06-30,0.14,67.3,confirmed,425,0.32,Strict,33.21,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Yogurt']",246,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.29,9,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",31.825,15.2847,87.0497
9255726,The Bungalow at 7th Avenue,Park Slope haven 15 mins from Soho,Private room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Iron and iron board', 'LED TV']",2320215,Robert,not confirmed,Inexperienced,0.0,District VII in  Hungary,Kolkata,9891,usd,Non Holiday Season,Yes,2017-05-08,2018-05-08,0.12,89.01,not confirmed,239,0.0,Strict,20.61,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Juices']",175,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.76,10,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,23.901000000000003,10.152,48.4323
3856569,Hawthorne Crown Jewel,Prime Williamsburg 1/BD New Condo,Apartment,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'LED TV', 'Smart locks for self check-in']",3255831,Shu,not confirmed,Moderately Experienced,0.0,Richmond in Melbourne,Melbourne,1891,usd,Non Holiday Season,Yes,2022-08-14,2023-08-14,0.12,73.02,confirmed,797,0.35,Moderate,45.24,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Eggs']",273,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.76,7,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.302,10.8864,98.874
